text,date,gender,dataset,title
"I found myself examining the inside of my skull, which had been sawed through fore and aft and well cleaned up. I was not at all pleased to find that the back part of it had never been adapted to hold a brain, being filled to a depth of at least an inch with a white substance resembling mortar or cement. At another point a bulbous tumor took more space with my cerebrum should have occupied. My feeling of contempt for this abnormal headpiece was of the liveliest kind.
 ",1907-2-19,male,physiologist,The Physiologist
"I opened a faucet over the set tubs. There was a murmur of air in the pie, but no flow of water.
 ",1911-11-1,male,physiologist,The Physiologist
"""A man who had worshipped the gods, when he knew who he was, worshipped a wooden dog."" This curious sentence, apparently cynical in spirit, I seemed to read in a dream last night. I did not feel at the time that it breathed cynicism, but rather a beautiful humility. I thought it was from a Japanese source. My comment on it was very much like this: ""This will be the spirit in which a new companionship between men and women will be developed."" I was thinking at the same time that the reference was to the era of Women's Suffrage.
 ",1915-3-2,male,physiologist,The Physiologist
"I dreamed that a murder had been committed (I think Doctor C. had been killed), and I was engaged with another man in a close survey of the premises. My companion had climbed into a dusty gallery that opened from a hole in the wall of a large bare room. Presently then he called to me that he had discovered the identity of the murderer. I followed him into the confined space where he was, and we bent over a large brass headed tack in the floor. On the head of the tack were two distinct images, in color, of a man we both recognized.
 ",1916-10-1,male,physiologist,The Physiologist
"I thought that I had found my watch broken into three parts, roughly, into a half and two quarters. Bits of the internal mechanism were scattered on the floor. 
 ",1917-9-1,male,physiologist,The Physiologist
"The church of the dream stood opposite the present one. It was medium size, commonplace wooden building. I knew the denomination to be Baptist. The odd feature which impressed me was a block of pews on the green before the door. I understood that these could be occupied by people not finding room within. Through the open door they could look through the length of the church to the chancel and presumably enjoy the service.
 ",1918-2-1,male,physiologist,The Physiologist
"I dream that a very small gilt cup of coffee is handed to me. I spill most of it between my knees and upon the rug. As I leave the room, I stop to examine an elaborate model of a war vessel. I find that all the depressions in the deck and the smokestack are full of water.
 ",1918-3-1,male,physiologist,The Physiologist
"""Is the gennard approaching or receding?"" was a question discussed in my hearing last night. I thought the reference was to an astronomical episode (like a solstice).
 ",1918-3-12,male,physiologist,The Physiologist
"I had a pleasant chat with a stranger, who finally left me, asking me to call him up by his telephone number, ""Africa 794."" Immediately I saw, as though on a map, a part of the Mediterranean coast of Africa and the quotation came into my mind, ""The parts of Libya about Cyrene.""
 ",1918-3-1,male,physiologist,The Physiologist
"My little brother chased me out of the house one day with marshmallows. He was throwing them at me. I decided not to throw any back. I ran to my car and took off. I burned my tires going out he driveway, making a lot of noise. There was a police car behind me. He stopped me and gave me four tickets. This made me mad because had had them written up before he got out of the car. The left front door was open and the cop was standing about 4-10 inches from the car. After he gave me the tickets, I slapped it in reverse and took off. This knocked him over, but I was still mad about the tickets. I went over to school, but just getting to school I stopped and looked down a hold in the ground 8' diameter and 12' deep. It had like cheese cloth over the top and music and news were emitting from somewhere in the hole. I have seen this hole many times in other dreams. After that I met two friends in the parking lot and was showing them the tickets, but got so mad about them, I woke up.
 ",1964-10-7,male,ringo,Ringo: from the 1960s
